iter	Logloss
297	0.6456436398
298	0.6454519772
299	0.6454519772
300	0.6453590986
301	0.645077013
302	0.6449955675
303	0.6448044136
304	0.6446723213
305	0.644665257
306	0.6443807604
307	0.6442138863
308	0.6441994886
309	0.6441994886
310	0.6440382762
311	0.6439221727
312	0.643776362
313	0.6435958094
314	0.643518341
315	0.6435183409
316	0.6434873736
317	0.6433880438
318	0.6433103381
319	0.6433103381
320	0.6431621395
321	0.642879703
322	0.6426833535
323	0.6426611936
324	0.6426402342
325	0.642449254
326	0.6421916406
327	0.6420845854
328	0.6420833884
329	0.6419669619
330	0.6419036019
331	0.6419020861
332	0.6417033506
333	0.6416880673
334	0.641580751
335	0.6415807419
336	0.6412401235
337	0.6411634724
338	0.6409852045
339	0.6407345867
340	0.6405940903
341	0.6405182931
342	0.640390208
343	0.6400553731
344	0.6400314646
345	0.6399008825
346	0.6398411746
347	0.6395679481
348	0.6395215378
349	0.6392660554
350	0.639158404
351	0.6389178906
352	0.6388409302
353	0.6388204967
354	0.6386362908
355	0.6384611539
356	0.6381629301
357	0.6381137802
358	0.6378910021
359	0.6376748885
360	0.6375040213
361	0.6373400855
362	0.6371267624
363	0.6369253173
364	0.6366479791
365	0.6364092164
366	0.6362945271
367	0.6360826558
368	0.6360248792
369	0.6360248516
370	0.6360161746
371	0.6358986694
372	0.6357112475
373	0.6356101369
374	0.6354716432
375	0.6353708306
376	0.6353062787
377	0.6352242205
378	0.6350181151
379	0.6348169971
380	0.6347554666
381	0.634627471
382	0.6343106175
383	0.6342324586
384	0.6341772778
385	0.6339185718
386	0.633620203
387	0.6334038295
388	0.633337503
389	0.6332617695
390	0.6330582943
391	0.6330078976
392	0.6327969275
393	0.6325692591
394	0.6322858357
395	0.6321188202
396	0.6318596138
397	0.6315920792
398	0.6313517054
399	0.6312025858
400	0.6310503552
401	0.6308379597
402	0.6306606528
403	0.6305263098
404	0.6302596773
405	0.6300345984
406	0.6298940235
407	0.6296588177
408	0.6294239644
409	0.6291537039
410	0.6290290783
411	0.6287879641
412	0.6286493836
413	0.6285401302
414	0.6283186483
415	0.6279769973
416	0.627703485
417	0.6273790375
418	0.6270807843
419	0.62694102
420	0.6266108077
421	0.6264350485
422	0.6262000154
423	0.6259378726
424	0.6256610991
425	0.6254687424
426	0.6252909965
427	0.6250092625
428	0.6247930081
429	0.6245113862
430	0.6243185595
431	0.6240063988
432	0.6237545489
433	0.6235051108
434	0.6233602101
435	0.6231797622
436	0.6228801533
437	0.622787014
438	0.6225548254
439	0.6223464854
440	0.6220276637
441	0.6218700246
442	0.6215902334
443	0.6213592491
444	0.6210963197
445	0.6208240468
446	0.6206046254
447	0.6205211678
448	0.6203405681
449	0.6200837285
450	0.6198900546
451	0.6196537616
452	0.6193917453
453	0.6192841809
454	0.6190575684
455	0.6189051392
456	0.6186704322
457	0.6184749067
458	0.6183034266
459	0.617996559
460	0.6177347525
461	0.617482267
462	0.6172733327
463	0.6170010201
464	0.6167365092
465	0.616457955
466	0.6161601029
467	0.6158676961
468	0.6157447326
469	0.6155535734
470	0.6151183736
471	0.6148920356
472	0.6145526053
473	0.6143074322
474	0.6140341655
475	0.6137868492
476	0.61361232
477	0.6134223241
478	0.6133194473
479	0.6131301094
480	0.6128802869
481	0.6126430844
482	0.6125594394
483	0.612314573
484	0.611941962
485	0.6117431837
486	0.6114831985
487	0.6113089872
488	0.6109241995
489	0.6108606869
490	0.610710884
491	0.6103888204
492	0.610173085
493	0.6099688914
494	0.6098050704
495	0.6095675252
496	0.6093390781
497	0.6091334952
498	0.6087983096
499	0.6086815874
500	0.6083477288
501	0.6080752181
502	0.6077791083
503	0.6074618317
504	0.6071946266
505	0.6068500733
506	0.6067710524
507	0.6065436031
508	0.6062812974
509	0.6060243404
510	0.6057743733
511	0.6054006933
512	0.6052304928
513	0.6049387498
514	0.6046771416
515	0.6043845692
516	0.6041236824
517	0.6038876821
518	0.6036638059
519	0.6033981857
520	0.6032339121
521	0.6029955559
522	0.6028633001
523	0.6026419777
524	0.6025567017
525	0.6023003472
526	0.6020559519
527	0.6017140778
528	0.6014487829
529	0.6013353207
530	0.6010686103
531	0.6010118057
532	0.600736
533	0.6005677008
534	0.6003397585
535	0.6001051133
536	0.5998060811
537	0.5995602659
538	0.5994017141
539	0.5991743863
540	0.5990211117
541	0.5988156344
542	0.5983931439
543	0.5981601597
544	0.5978907576
545	0.5976866806
546	0.5975492782
547	0.5972703806
548	0.5970990595
549	0.5968694758
550	0.5965684813
551	0.5962626329
552	0.5960442588
553	0.5958659046
554	0.5956736997
555	0.5955594419
556	0.5953296259
557	0.595092764
558	0.5948970949
559	0.5946836965
560	0.5945365647
561	0.5943514987
562	0.5940767181
563	0.5938863825
564	0.5936909311
565	0.5933996079
566	0.5931569766
567	0.5929583448
568	0.5927819057
569	0.5926334796
570	0.5923963164
571	0.5920966221
572	0.5919669586
573	0.5917755098
574	0.5915490926
575	0.5913731196
576	0.5911964379
577	0.5908305316
578	0.5905100582
579	0.5902416958
580	0.5900229887
581	0.5896737712
582	0.5895578928
583	0.5892875242
584	0.5891277697
585	0.5889338074
586	0.5887949934
587	0.5885830647
588	0.5884248667
589	0.5882485564
590	0.5879746597
591	0.5877605044
592	0.5875724477
593	0.5874003072
594	0.5873410257
595	0.587043192
596	0.5868726031
597	0.5867357941
598	0.586561784
599	0.5862204759
600	0.5860401432
601	0.5859062432
602	0.5858104892
603	0.5857012874
604	0.5855162345
605	0.5852264809
606	0.5849497364
607	0.5847252588
608	0.5845861951
609	0.5844339403
610	0.5842728564
611	0.5842262987
612	0.5840861809
613	0.5839690948
614	0.5837820398
615	0.5835930437
616	0.583332062
617	0.5832086148
618	0.5831348894
619	0.582999545
620	0.5828217962
621	0.582520999
622	0.5823168782
623	0.5821127077
624	0.5818574859
625	0.5816464232
626	0.5814704138
627	0.5812547853
628	0.5811948325
629	0.5809874778
630	0.5807689001
631	0.5805720719
632	0.5803330014
633	0.5801252321
634	0.5799156229
635	0.5797318475
636	0.5794668423
637	0.5792214774
638	0.5790074073
639	0.5788927097
640	0.5788151518
641	0.578615205
642	0.5785368293
643	0.5783871147
644	0.578126981
645	0.5780682033
646	0.5778373917
647	0.5776664757
648	0.5775075988
649	0.5772992309
650	0.577032641
651	0.5768721434
652	0.5765638583
653	0.5763426545
654	0.5761388485
655	0.5760189142
656	0.5758744403
657	0.5757671958
658	0.5755753924
659	0.5753183606
660	0.5750722599
661	0.5748908518
662	0.5748010115
663	0.5745656347
664	0.5743781936
665	0.5741700212
666	0.5740505054
667	0.5738676596
668	0.5736839808
669	0.5735876612
670	0.5732587289
671	0.5731233527
672	0.5728293842
673	0.5727245635
674	0.5724418539
675	0.5724038861
676	0.5722033518
677	0.5720078277
678	0.5717456871
679	0.5715541437
680	0.571427333
681	0.5713472753
682	0.5711373904
683	0.5708894963
684	0.5706692255
685	0.570523733
686	0.5702747862
687	0.5701729225
688	0.570043612
689	0.5699099358
690	0.5697348198
691	0.5695451989
692	0.5693321463
693	0.5691528243
694	0.5689542673
695	0.5688119321
696	0.5685485286
697	0.5684355607
698	0.5683143564
699	0.5681417556
700	0.5680789257
701	0.5679830996
702	0.5678006458
703	0.5675371753
704	0.5673684409
705	0.5673029516
706	0.5671613332
707	0.56690731
708	0.5666830337
709	0.5665501641
710	0.5663580631
711	0.5662306825
712	0.5661771582
713	0.5660042389
714	0.5658915405
715	0.5657585675
716	0.5656100081
717	0.5654059727
718	0.5653261453
719	0.5650129636
720	0.5648218933
721	0.5645381077
722	0.5643456612
723	0.5641211634
724	0.5639896464
725	0.5638024619
726	0.5637156351
727	0.5635414268
728	0.563315071
729	0.5631527846
730	0.5629724447
731	0.562783489
732	0.5625922487
733	0.5624555668
734	0.5622784521
735	0.5622232038
736	0.5619988364
737	0.5618220214
738	0.5616334622
739	0.5614598119
740	0.5612931674
741	0.5611084205
742	0.5610056327
743	0.5608309824
744	0.5605621151
745	0.5604394581
746	0.5603288188
747	0.5602187773
748	0.5599376308
749	0.5597295488
750	0.5595457721
751	0.5593797356
752	0.5592786237
753	0.5590341925
754	0.5589133052
755	0.5587907931
756	0.5586132124
757	0.5584513586
758	0.5581747617
759	0.557948951
760	0.5577764583
761	0.5576869299
762	0.557511687
763	0.5574295094
764	0.5572509871
765	0.5571364546
766	0.5568842822
767	0.5567754382
768	0.5566742905
769	0.5565092957
770	0.5563267032
771	0.5562314871
772	0.5560075602
773	0.5557758586
774	0.5556069582
775	0.5554569567
776	0.5553255832
777	0.5551182466
778	0.5548059812
779	0.5545513072
780	0.5544892139
781	0.554345216
782	0.5540955181
783	0.5539542447
784	0.5537137942
785	0.5534734649
786	0.5531832737
787	0.5529757088
788	0.5528151288
789	0.5527064504
790	0.5525179027
791	0.5523103602
792	0.5521589945
793	0.5519453956
794	0.5517894408
795	0.551620429
796	0.5514705569
797	0.5512596287
798	0.5511127816
799	0.5510110941
800	0.5508265573
801	0.5506986217
802	0.550438624
803	0.5502882997
804	0.5501381069
805	0.5500179646
806	0.5498012958
807	0.5497008751
808	0.5495849033
809	0.5494454204
810	0.5491914088
811	0.5490452949
812	0.5488179748
813	0.5487496728
814	0.5485765835
815	0.5484190756
816	0.5482524137
817	0.5480766331
818	0.5479465729
819	0.5477614724
820	0.547732215
821	0.5476830507
822	0.5474957772
823	0.5473319076
824	0.5470717331
825	0.546978187
826	0.5468466516
827	0.546772523
828	0.5466299144
829	0.5465379602
830	0.546384315
831	0.5462659509
832	0.5461179037
833	0.5459523153
834	0.5457725354
835	0.5455695026
836	0.5454532996
837	0.5452741806
838	0.5451367001
839	0.545034362
840	0.5447594608
841	0.5445957503
842	0.5443959758
843	0.5442305604
844	0.5439944289
845	0.5438119564
846	0.5436642699
847	0.543376381
848	0.5432265855
849	0.5431198855
850	0.5428735437
851	0.5427144189
852	0.5426423858
853	0.5424669213
854	0.5424419496
855	0.5423164632
856	0.5421369154
857	0.5419754983
858	0.541780577
859	0.5416301972
860	0.5414941797
861	0.5412828678
862	0.5412431537
863	0.5410752388
864	0.5410309747
865	0.5408857525
866	0.5406756003
867	0.5405673524
868	0.5403892721
869	0.5401842699
870	0.5401420881
871	0.539954587
872	0.5398556491
873	0.5397321946
874	0.5395126157
875	0.5393834142
876	0.5392886352
877	0.5390475824
878	0.538892445
879	0.5387862104
880	0.5385743549
881	0.5384182016
882	0.5381867101
883	0.5379660989
884	0.5378390313
885	0.537645136
886	0.5374805763
887	0.537359024
888	0.5372726414
889	0.5370540761
890	0.5369553861
891	0.5367489112
892	0.5365107407
893	0.536385178
894	0.5362790139
895	0.5360525806
896	0.5360126202
897	0.5357999265
898	0.5357173228
899	0.5355398657
900	0.5355188305
901	0.5353960574
902	0.5352032761
903	0.5350774769
904	0.5349010342
905	0.5346756544
906	0.534578696
907	0.5344376083
908	0.5342913865
909	0.5340824124
910	0.5338721238
911	0.5336677054
912	0.5335107624
913	0.5333938924
914	0.5332627001
915	0.5330541754
916	0.5330218203
917	0.5327839518
918	0.5326270284
919	0.532455804
920	0.5322797924
921	0.5322007559
922	0.5320790606
923	0.5318574707
924	0.5316493643
925	0.5315845901
926	0.5314775145
927	0.5312806382
928	0.5310766167
929	0.5310472103
930	0.5308220752
931	0.5307185458
932	0.5305049803
933	0.5303528702
934	0.53023661
935	0.5300893574
936	0.5299667073
937	0.5298414315
938	0.529724639
939	0.5296320642
940	0.5294315375
941	0.5292445973
942	0.5290864696
943	0.5289344464
944	0.5287856705
945	0.528701641
946	0.5285159059
947	0.5284557025
948	0.5283037166
949	0.5281440091
950	0.5280036437
951	0.5279230916
952	0.5277098169
953	0.5274815452
954	0.5272841054
955	0.5271465752
956	0.5269905932
957	0.5268503168
958	0.5266895996
959	0.5265448248
960	0.5264415082
961	0.5264040951
962	0.5262950842
963	0.5261454628
964	0.5259519854
965	0.525842954
966	0.5257047469
967	0.525512942
968	0.52534483
969	0.5251847687
970	0.5250016627
971	0.5248071432
972	0.5247132784
973	0.524572706
974	0.5244129584
975	0.5242752899
976	0.524105923
977	0.5239450055
978	0.523711672
979	0.5235173273
980	0.5234212427
981	0.5233018846
982	0.5232117896
983	0.5230292232
984	0.5229261061
985	0.5228502493
986	0.522659597
987	0.522499086
988	0.5222819322
989	0.5221236331
990	0.5220512772
991	0.5218200189
992	0.5217836206
993	0.5215806263
994	0.5215249983
995	0.5213276004
996	0.5212073024
997	0.5210909483
998	0.5209773525
999	0.5208741356
